"","gdenr","gemeinde_f","value","pct_gde","top_names_table"
"1522",5144,"Arogno",18,1.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ferrari $/td£ $td£ 18 $/td£  $td£ 1.88% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Casellini $/td£ $td£ 13 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sartori $/td£ $td£ 13 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Righitto $/td£ $td£ 12 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Tantardini $/td£ $td£ 11 $/td£  $td£ 1.15% $/td£ $/tr£¢ $/table£"
"1523",5146,"Astano",9,2.86,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Hess $/td£ $td£ 9 $/td£  $td£ 2.86% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Molinari $/td£ $td£ 8 $/td£  $td£ 2.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Barchi $/td£ $td£ 5 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ferla $/td£ $td£ 5 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gosteli $/td£ $td£ 5 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Morandi $/td£ $td£ 5 $/td£  $td£ 1.59% $/td£ $/tr£¢ $/table£"
"1524",5148,"Bedano",36,2.41,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fraschina $/td£ $td£ 36 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 20 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Conti $/td£ $td£ 20 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fraioli $/td£ $td£ 13 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Vezzoli $/td£ $td£ 12 $/td£  $td£ 0.8% $/td£ $/tr£¢ $/table£"
"1525",5149,"Bedigliora",45,7.29,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lorenzetti $/td£ $td£ 45 $/td£  $td£ 7.29% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ferretti $/td£ $td£ 18 $/td£  $td£ 2.92% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brusa $/td£ $td£ 7 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Morandi $/td£ $td£ 7 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Raimondi $/td£ $td£ 7 $/td£  $td£ 1.13% $/td£ $/tr£¢ $/table£"
"1526",5151,"Bioggio",39,1.4,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Poretti $/td£ $td£ 39 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 23 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Foglia $/td£ $td£ 18 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pianca $/td£ $td£ 18 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bianchi $/td£ $td£ 15 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Boffa $/td£ $td£ 15 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ferrari $/td£ $td£ 15 $/td£  $td£ 0.54% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Lucchini $/td£ $td£ 15 $/td£  $td£ 0.54% $/td£ $/tr£¢ $/table£"
"1527",5154,"Bissone",12,1.26,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Besomi $/td£ $td£ 12 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gaggini $/td£ $td£ 10 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Orsatti $/td£ $td£ 10 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rossi $/td£ $td£ 10 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bernasconi $/td£ $td£ 9 $/td£  $td£ 0.94% $/td£ $/tr£¢ $/table£"
"1528",5160,"Brusino Arsizio",33,6.96,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Polli $/td£ $td£ 33 $/td£  $td£ 6.96% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rossi $/td£ $td£ 16 $/td£  $td£ 3.38% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Poli $/td£ $td£ 14 $/td£  $td£ 2.95% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bernasconi $/td£ $td£ 8 $/td£  $td£ 1.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Poma $/td£ $td£ 7 $/td£  $td£ 1.48% $/td£ $/tr£¢ $/table£"
"1529",5161,"Cademario",12,1.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Righetti $/td£ $td£ 12 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Debernardis $/td£ $td£ 10 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernardazzi $/td£ $td£ 9 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Monti $/td£ $td£ 9 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ferrari $/td£ $td£ 8 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Vanetta $/td£ $td£ 8 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"1530",5162,"Cadempino",26,1.65,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bernasconi $/td£ $td£ 26 $/td£  $td£ 1.65% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Daldini $/td£ $td£ 15 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brugnoli $/td£ $td£ 12 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Quadri $/td£ $td£ 10 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Saporito $/td£ $td£ 10 $/td£  $td£ 0.63% $/td£ $/tr£¢ $/table£"
"1531",5167,"Canobbio",39,1.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lurati $/td£ $td£ 39 $/td£  $td£ 1.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gianinazzi $/td£ $td£ 30 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bianchi $/td£ $td£ 23 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lepori $/td£ $td£ 23 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bernasconi $/td£ $td£ 22 $/td£  $td£ 0.92% $/td£ $/tr£¢ $/table£"
"1532",5171,"Caslano",22,0.5,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bettelini $/td£ $td£ 22 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Delmenico $/td£ $td£ 16 $/td£  $td£ 0.37% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Maina $/td£ $td£ 16 $/td£  $td£ 0.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pellegrini $/td£ $td£ 14 $/td£  $td£ 0.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Signorini $/td£ $td£ 14 $/td£  $td£ 0.32% $/td£ $/tr£¢ $/table£"
"1533",5176,"Comano",53,2.43,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Petrini $/td£ $td£ 53 $/td£  $td£ 2.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 33 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Soldini $/td£ $td£ 30 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pietra $/td£ $td£ 28 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Degiorgi $/td£ $td£ 23 $/td£  $td£ 1.05% $/td£ $/tr£¢ $/table£"
"1534",5180,"Cureglia",23,1.54,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Crivelli $/td£ $td£ 23 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Pagnamenta $/td£ $td£ 23 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernasconi $/td£ $td£ 16 $/td£  $td£ 1.07% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bianchi $/td£ $td£ 16 $/td£  $td£ 1.07% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Martinenghi $/td£ $td£ 16 $/td£  $td£ 1.07% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rezzonico $/td£ $td£ 16 $/td£  $td£ 1.07% $/td£ $/tr£¢ $/table£"
"1535",5181,"Curio",18,3.03,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lorenzetti $/td£ $td£ 18 $/td£  $td£ 3.03% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Valsangiacomo $/td£ $td£ 12 $/td£  $td£ 2.02% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schira $/td£ $td£ 8 $/td£  $td£ 1.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Colin $/td£ $td£ 7 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Giamboni $/td£ $td£ 7 $/td£  $td£ 1.18% $/td£ $/tr£¢ $/table£"
"1536",5186,"Grancia",9,1.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Masdea $/td£ $td£ 9 $/td£  $td£ 1.98% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Paulus $/td£ $td£ 9 $/td£  $td£ 1.98% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Ramelli $/td£ $td£ 9 $/td£  $td£ 1.98% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Berisha $/td£ $td£ 7 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kayar $/td£ $td£ 7 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Tettamanti $/td£ $td£ 7 $/td£  $td£ 1.54% $/td£ $/tr£¢ $/table£"
"1537",5187,"Gravesano",15,1.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bizzozero $/td£ $td£ 15 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Morelli $/td£ $td£ 12 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Messi $/td£ $td£ 11 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Barca $/td£ $td£ 10 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Barchi $/td£ $td£ 8 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cremona $/td£ $td£ 8 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Solcà $/td£ $td£ 8 $/td£  $td£ 0.59% $/td£ $/tr£
¢ $/table£"
"1538",5189,"Lamone",22,1.25,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bernasconi $/td£ $td£ 22 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Franchini $/td£ $td£ 22 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bianchi $/td£ $td£ 15 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brugnoli $/td£ $td£ 15 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Balerna $/td£ $td£ 13 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fontana $/td£ $td£ 13 $/td£  $td£ 0.74% $/td£ $/tr£¢ $/table£"
"1539",5192,"Lugano",398,0.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bernasconi $/td£ $td£ 398 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bianchi $/td£ $td£ 202 $/td£  $td£ 0.32% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Crivelli $/td£ $td£ 163 $/td£  $td£ 0.26% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rossi $/td£ $td£ 162 $/td£  $td£ 0.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Campana $/td£ $td£ 147 $/td£  $td£ 0.23% $/td£ $/tr£¢ $/table£"
"1540",5193,"Magliaso",18,1.11,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Albisetti $/td£ $td£ 18 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Guggiari $/td£ $td£ 16 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernasconi $/td£ $td£ 15 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ferrari $/td£ $td£ 11 $/td£  $td£ 0.68% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bizzozero $/td£ $td£ 9 $/td£  $td£ 0.56% $/td£ $/tr£¢ $/table£"
"1541",5194,"Manno",13,0.97,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bizzozero $/td£ $td£ 13 $/td£  $td£ 0.97% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gabutti $/td£ $td£ 9 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Regazzoni $/td£ $td£ 9 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bernasconi $/td£ $td£ 8 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Giandeini $/td£ $td£ 8 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gonçalves $/td£ $td£ 8 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rezzonico $/td£ $td£ 8 $/td£  $td£ 0.6% $/td£ $/tr£
¢ $/table£"
"1542",5196,"Massagno",41,0.61,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bernasconi $/td£ $td£ 41 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Arifi $/td£ $td£ 24 $/td£  $td£ 0.36% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Salijaj $/td£ $td£ 23 $/td£  $td£ 0.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bianchi $/td£ $td£ 19 $/td£  $td£ 0.28% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Colombo $/td£ $td£ 19 $/td£  $td£ 0.28% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Crivelli $/td£ $td£ 19 $/td£  $td£ 0.28% $/td£ $/tr£¢ $/table£"
"1543",5198,"Melide",13,0.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Riva $/td£ $td£ 13 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 11 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pacolli $/td£ $td£ 10 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grandi $/td£ $td£ 9 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Peter $/td£ $td£ 9 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Roth $/td£ $td£ 9 $/td£  $td£ 0.5% $/td£ $/tr£¢ $/table£"
"1544",5199,"Mezzovico-Vira",41,3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Canepa $/td£ $td£ 41 $/td£  $td£ 3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gabutti $/td£ $td£ 19 $/td£  $td£ 1.39% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zocchi $/td£ $td£ 18 $/td£  $td£ 1.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jarmorini $/td£ $td£ 17 $/td£  $td£ 1.24% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Scoglio $/td£ $td£ 16 $/td£  $td£ 1.17% $/td£ $/tr£¢ $/table£"
"1545",5200,"Miglieglia",10,3.32,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Delorenzi $/td£ $td£ 10 $/td£  $td£ 3.32% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 9 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gasperi $/td£ $td£ 9 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Joos $/td£ $td£ 9 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lupica $/td£ $td£ 7 $/td£  $td£ 2.33% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Parini $/td£ $td£ 7 $/td£  $td£ 2.33% $/td£ $/tr£¢ $/table£"
"1546",5203,"Morcote",8,1.13,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Poma $/td£ $td£ 8 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Huber $/td£ $td£ 7 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kraljevic $/td£ $td£ 7 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fedele $/td£ $td£ 6 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Marcon $/td£ $td£ 6 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Tamborini $/td£ $td£ 6 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Todorovic $/td£ $td£ 6 $/td£  $td£ 0.85% $/td£ $/tr£
¢ $/table£"
"1547",5205,"Muzzano",11,1.38,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Shala $/td£ $td£ 11 $/td£  $td£ 1.38% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gianola $/td£ $td£ 9 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rossi $/td£ $td£ 8 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bernasconi $/td£ $td£ 7 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Borsari $/td£ $td£ 7 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Taddei $/td£ $td£ 7 $/td£  $td£ 0.88% $/td£ $/tr£¢ $/table£"
"1548",5206,"Neggio",13,4.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Soldati $/td£ $td£ 13 $/td£  $td£ 4.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Notari $/td£ $td£ 11 $/td£  $td£ 3.47% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Cattani $/td£ $td£ 8 $/td£  $td£ 2.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Engeler $/td£ $td£ 7 $/td£  $td£ 2.21% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Francisci $/td£ $td£ 7 $/td£  $td£ 2.21% $/td£ $/tr£¢ $/table£"
"1549",5207,"Novaggio",41,4.91,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Delmenico $/td£ $td£ 41 $/td£  $td£ 4.91% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 13 $/td£  $td£ 1.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lorenzetti $/td£ $td£ 12 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Antonioli $/td£ $td£ 10 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Mafferetti $/td£ $td£ 10 $/td£  $td£ 1.2% $/td£ $/tr£¢ $/table£"
"1550",5208,"Origlio",22,1.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Quadri $/td£ $td£ 22 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bernasconi $/td£ $td£ 19 $/td£  $td£ 1.24% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bianchi $/td£ $td£ 17 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pagnamenta $/td£ $td£ 11 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rossi $/td£ $td£ 11 $/td£  $td£ 0.72% $/td£ $/tr£¢ $/table£"
